year,team,shirt_number,position,player,birth_date,caps,goals,club,club_country,league_country,iffhs_ranking_year,iffhs_league_rank,clubelo_name,clubelo_rating,clubelo_division_level,clubelo_date
2010,Algeria,12,DF,Habib Bellaïd,1986-03-28,1,,Eintracht Frankfurt,Germany,Germany,2013,3.0,Frankfurt,1622.1,1.0,2010-01-01
2010,Algeria,13,FW,Karim Matmour,1985-06-25,23,,Borussia Mönchengladbach,Germany,Germany,2013,3.0,Gladbach,1605.2,1.0,2010-01-01
2010,Algeria,14,DF,Abdelkader Laïfaoui,1981-07-29,7,,ES Sétif,Algeria,Algeria,2013,62.0,,,,
2010,Algeria,15,MF,Karim Ziani,1982-08-17,55,,VfL Wolfsburg,Germany,Germany,2013,3.0,Wolfsburg,1748.9,1.0,2010-01-01
2010,Algeria,16,GK,Faouzi Chaouchi,1984-12-05,10,,ES Sétif,Algeria,Algeria,2013,62.0,,,,
2010,Algeria,17,MF,Adlène Guedioura,1985-11-12,2,,Wolverhampton Wanderers,England,England,2013,2.0,Wolves,1563.7,1.0,2010-01-01
2010,Algeria,18,DF,Carl Medjani,1985-05-15,0,,Ajaccio,France,France,2013,7.0,Ajaccio,1466.4,2.0,2010-01-01
2010,Algeria,19,MF,Hassan Yebda,1984-04-14,9,,Portsmouth,England,England,2013,2.0,Portsmouth,1605.4,1.0,2010-01-01
2010,Algeria,20,DF,Djamel Mesbah,1984-10-09,1,,Lecce,Italy,Italy,2013,4.0,Lecce,1553.3,2.0,2010-01-01
2010,Algeria,21,MF,Foued Kadir,1983-12-05,2,,Valenciennes,France,France,2013,7.0,Valenciennes,1664.7,1.0,2010-01-01
2010,Algeria,22,MF,Djamel Abdoun,1986-02-14,7,,Nantes,France,France,2013,7.0,Nantes,1517.1,2.0,2010-01-01
2010,Algeria,23,GK,Raïs M'Bolhi,1986-04-25,1,,Slavia Sofia,Bulgaria,Bulgaria,2013,27.0,Slavia Sofia,1238.5,1.0,2010-01-01
2010,England,1,GK,David James,1970-08-01,50,,Portsmouth,England,England,2013,2.0,Portsmouth,1605.4,1.0,2010-01-01
2010,England,2,DF,Glen Johnson,1984-08-23,22,,Liverpool,England,England,2013,2.0,Liverpool,1843.9,1.0,2010-01-01
2010,England,3,DF,Ashley Cole,1980-12-20,78,,Chelsea,England,England,2013,2.0,Chelsea,1945.5,1.0,2010-01-01
2010,England,4,MF,Steven Gerrard,1980-05-30,80,,Liverpool,England,England,2013,2.0,Liverpool,1843.9,1.0,2010-01-01
2010,England,5,DF,Michael Dawson [5],1983-11-18,0,,Tottenham Hotspur,England,England,2013,2.0,Tottenham,1765.2,1.0,2010-01-01
2010,England,6,DF,John Terry,1980-12-07,60,,Chelsea,England,England,2013,2.0,Chelsea,1945.5,1.0,2010-01-01
2010,England,7,MF,Aaron Lennon,1987-04-16,17,,Tottenham Hotspur,England,England,2013,2.0,Tottenham,1765.2,1.0,2010-01-01
2010,England,8,MF,Frank Lampard,1978-06-20,78,,Chelsea,England,England,2013,2.0,Chelsea,1945.5,1.0,2010-01-01
2010,England,9,FW,Peter Crouch,1981-01-30,38,,Tottenham Hotspur,England,England,2013,2.0,Tottenham,1765.2,1.0,2010-01-01
2010,England,10,FW,Wayne Rooney,1985-10-24,60,,Manchester United,England,England,2013,2.0,Man United,1928.5,1.0,2010-01-01
2010,England,11,MF,Joe Cole,1981-11-08,54,,Chelsea,England,England,2013,2.0,Chelsea,1945.5,1.0,2010-01-01
2010,England,12,GK,Robert Green,1980-01-18,10,,West Ham United,England,England,2013,2.0,West Ham,1653.1,1.0,2010-01-01
2010,England,13,DF,Stephen Warnock,1981-12-12,1,,Aston Villa,England,England,2013,2.0,Aston Villa,1746.4,1.0,2010-01-01
2010,England,14,MF,Gareth Barry,1981-02-23,36,,Manchester City,England,England,2013,2.0,Man City,1743.7,1.0,2010-01-01
2010,England,15,DF,Matthew Upson,1979-04-18,19,,West Ham United,England,England,2013,2.0,West Ham,1653.1,1.0,2010-01-01
2010,England,16,MF,James Milner,1986-01-04,8,,Aston Villa,England,England,2013,2.0,Aston Villa,1746.4,1.0,2010-01-01
2010,England,17,MF,Shaun Wright-Phillips,1981-10-25,31,,Manchester City,England,England,2013,2.0,Man City,1743.7,1.0,2010-01-01
2010,England,18,DF,Jamie Carragher,1978-01-28,36,,Liverpool,England,England,2013,2.0,Liverpool,1843.9,1.0,2010-01-01
2010,England,19,FW,Jermain Defoe,1982-10-07,39,,Tottenham Hotspur,England,England,2013,2.0,Tottenham,1765.2,1.0,2010-01-01
2010,England,20,DF,Ledley King,1980-10-12,20,,Tottenham Hotspur,England,England,2013,2.0,Tottenham,1765.2,1.0,2010-01-01
2010,England,21,FW,Emile Heskey,1978-01-11,58,,Aston Villa,England,England,2013,2.0,Aston Villa,1746.4,1.0,2010-01-01
2010,England,22,MF,Michael Carrick,1981-07-28,22,,Manchester United,England,England,2013,2.0,Man United,1928.5,1.0,2010-01-01
2010,England,23,GK,Joe Hart,1987-04-19,3,,Birmingham City,England,England,2013,2.0,Birmingham,1651.3,1.0,2010-01-01
2010,Slovenia,1,GK,Samir Handanović,1984-07-14,39,,Udinese,Italy,Italy,2013,4.0,Udinese,1680.7,1.0,2010-01-01
2010,Slovenia,2,DF,Mišo Brečko,1984-05-01,31,,1. FC Köln,Germany,Germany,2013,3.0,Koeln,1592.6,1.0,2010-01-01
2010,Slovenia,3,DF,Elvedin Džinić,1985-08-25,0,,Maribor,Slovenia,Slovenia,2013,52.0,Maribor,1308.2,1.0,2010-01-01
2010,Slovenia,4,DF,Marko Šuler,1983-03-09,17,,Gent,Belgium,Belgium,2013,16.0,Gent,1571.5,1.0,2010-01-01
2010,Slovenia,5,DF,Boštjan Cesar,1982-07-09,43,,Grenoble,France,France,2013,7.0,Grenoble,1520.0,1.0,2010-01-01
2010,Slovenia,6,DF,Branko Ilić,1983-02-06,37,,Lokomotiv Moscow,Russia,Russia,2013,8.0,Lok Moskva,1631.7,1.0,2010-01-01
2010,Slovenia,7,FW,Nejc Pečnik,1986-01-03,8,,Nacional,Portugal,Portugal,2013,18.0,Nacional,1607.2,1.0,2010-01-01
2010,Slovenia,8,MF,Robert Koren,1980-09-20,46,,West Bromwich Albion,England,England,2013,2.0,West Brom,1601.5,2.0,2010-01-01
2010,Slovenia,9,FW,Zlatan Ljubijankić,1983-12-15,17,,Gent,Belgium,Belgium,2013,16.0,Gent,1571.5,1.0,2010-01-01
2010,Slovenia,10,FW,Valter Birsa,1986-08-07,34,,Auxerre,France,France,2013,7.0,Auxerre,1703.0,1.0,2010-01-01
2010,Slovenia,11,FW,Milivoje Novaković,1979-05-18,38,,1. FC Köln,Germany,Germany,2013,3.0,Koeln,1592.6,1.0,2010-01-01
2010,Slovenia,12,GK,Jasmin Handanović,1978-01-28,3,,Mantova,Italy,Italy,2013,4.0,Mantova,1432.9,2.0,2010-01-01
2010,Slovenia,13,DF,Bojan Jokić,1986-05-17,34,,Chievo,Italy,Italy,2013,4.0,Chievo,1648.6,1.0,2010-01-01
2010,Slovenia,14,FW,Zlatko Dedić,1984-05-10,24,,VfL Bochum,Germany,Germany,2013,3.0,Bochum,1587.6,1.0,2010-01-01
2010,Slovenia,15,MF,Rene Krhin,1990-05-21,4,,Inter Milan,Italy,Italy,2013,4.0,Inter,1884.5,1.0,2010-01-01
2010,Slovenia,16,GK,Aleksander Šeliga,1980-02-01,1,,Sparta Rotterdam,Netherlands,Netherlands,2013,21.0,Sparta Rotterdam,1368.1,1.0,2010-01-01
2010,Slovenia,17,MF,Andraž Kirm,1984-09-06,26,,Wisła Kraków,Poland,Poland,2013,39.0,,,,
2010,Slovenia,18,MF,Aleksandar Radosavljević,1979-04-25,15,,Larissa,Greece,Greece,2013,22.0,Larisa,1388.0,1.0,2010-01-01
2010,Slovenia,19,DF,Suad Fileković,1978-09-16,14,,Maribor,Slovenia,Slovenia,2013,52.0,Maribor,1308.2,1.0,2010-01-01
2010,Slovenia,20,MF,Andrej Komac,1979-12-04,41,,Maccabi Tel Aviv,Israel,Israel,2013,36.0,,,,
2010,Slovenia,21,MF,Dalibor Stevanović,1984-09-27,15,,Vitesse,Netherlands,Netherlands,2013,21.0,Vitesse,1429.1,1.0,2010-01-01
2010,Slovenia,22,DF,Matej Mavrič,1979-01-29,32,,TuS Koblenz,Germany,Germany,2013,3.0,,,,
2010,Slovenia,23,FW,Tim Matavž,1989-01-13,1,,Groningen,Netherlands,Netherlands,2013,21.0,Groningen,1476.4,1.0,2010-01-01
2010,United States,1,GK,Tim Howard,1979-03-06,51,,Everton,England,England,2013,2.0,Everton,1706.4,1.0,2010-01-01
2010,United States,2,DF,Jonathan Spector,1986-03-01,25,,West Ham United,England,England,2013,2.0,West Ham,1653.1,1.0,2010-01-01
2010,United States,3,DF,Carlos Bocanegra,1979-05-25,79,,Rennes,France,France,2013,7.0,Rennes,1709.1,1.0,2010-01-01
2010,United States,4,MF,Michael Bradley,1987-07-31,43,,Borussia Mönchengladbach,Germany,Germany,2013,3.0,Gladbach,1605.2,1.0,2010-01-01
2010,United States,5,DF,Oguchi Onyewu,1982-05-13,54,,Milan,Italy,Italy,2013,4.0,Milan,1796.5,1.0,2010-01-01
2010,United States,6,DF,Steve Cherundolo,1979-02-19,60,,Hannover 96,Germany,Germany,2013,3.0,Hannover,1617.2,1.0,2010-01-01
2010,United States,7,MF,DaMarcus Beasley,1982-05-24,92,,Rangers,Scotland,Scotland,2013,25.0,Rangers,1606.6,1.0,2010-01-01
2010,United States,8,MF,Clint Dempsey,1983-03-09,62,,Fulham,England,England,2013,2.0,Fulham,1735.5,1.0,2010-01-01
2010,United States,9,FW,Herculez Gomez,1982-04-06,4,,Puebla,Mexico,Mexico,2013,15.0,,,,
2010,United States,10,MF,Landon Donovan,1982-03-04,123,,LA Galaxy,United States,United States,2013,49.0,,,,
2010,United States,11,MF,Stuart Holden,1985-08-01,14,,Bolton Wanderers,England,England,2013,2.0,Bolton,1618.6,1.0,2010-01-01
2010,United States,12,DF,Jonathan Bornstein,1984-11-07,32,,Chivas USA,United States,United States,2013,49.0,,,,
2010,United States,13,MF,Ricardo Clark,1983-03-10,29,,Eintracht Frankfurt,Germany,Germany,2013,3.0,Frankfurt,1622.1,1.0,2010-01-01
2010,United States,14,FW,Edson Buddle,1981-05-21,3,,LA Galaxy,United States,United States,2013,49.0,,,,
2010,United States,15,DF,Jay DeMerit,1979-12-04,19,,Watford,England,England,2013,2.0,Watford,1462.4,2.0,2010-01-01
2010,United States,16,MF,José Francisco Torres,1987-10-29,10,,Pachuca,Mexico,Mexico,2013,15.0,,,,
2010,United States,17,FW,Jozy Altidore,1989-11-06,25,,Hull City,England,England,2013,2.0,Hull,1551.9,1.0,2010-01-01
2010,United States,18,GK,Brad Guzan,1984-09-09,16,,Aston Villa,England,England,2013,2.0,Aston Villa,1746.4,1.0,2010-01-01
2010,United States,19,MF,Maurice Edu,1986-04-18,13,,Rangers,Scotland,Scotland,2013,25.0,Rangers,1606.6,1.0,2010-01-01
2010,United States,20,FW,Robbie Findley,1985-08-04,6,,Real Salt Lake,United States,United States,2013,49.0,,,,
2010,United States,21,DF,Clarence Goodson,1982-05-17,14,,Start,Norway,Norway,2013,29.0,Start,1350.0,1.0,2010-01-01
2010,United States,22,MF,Benny Feilhaber,1985-01-19,32,,AGF,Denmark,Denmark,2013,33.0,Aarhus,1427.2,1.0,2010-01-01
2010,United States,23,GK,Marcus Hahnemann,1972-06-15,7,,Wolverhampton Wanderers,England,England,2013,2.0,Wolves,1563.7,1.0,2010-01-01
2010,Australia,1,GK,Mark Schwarzer,1972-10-06,75,,Fulham,England,England,2013,2.0,Fulham,1735.5,1.0,2010-01-01
2010,Australia,2,DF,Lucas Neill,1978-03-09,56,,Galatasaray,Turkey,Turkey,2013,13.0,Galatasaray,1664.3,1.0,2010-01-01
2010,Australia,3,DF,Craig Moore,1975-12-12,50,,Unattached,,,2013,,,,,
2010,Australia,4,MF,Tim Cahill,1979-12-06,40,,Everton,England,England,2013,2.0,Everton,1706.4,1.0,2010-01-01
2010,Australia,5,MF,Jason Culina,1980-08-05,49,,Gold Coast United,Australia,Australia,2013,99.0,,,,
2010,Australia,6,DF,Michael Beauchamp,1981-03-08,21,,Al Jazira,United Arab Emirates,United Arab Emirates,2013,71.0,,,,
2010,Australia,7,MF,Brett Emerton,1979-02-22,72,,Blackburn Rovers,England,England,2013,2.0,Blackburn,1640.1,1.0,2010-01-01
2010,Australia,8,DF,Luke Wilkshire,1981-10-01,42,,Dynamo Moscow,Russia,Russia,2013,8.0,Dynamo Moskva,1545.6,1.0,2010-01-01
2010,Australia,9,FW,Joshua Kennedy,1982-08-20,19,,Nagoya Grampus,Japan,Japan,2013,30.0,,,,
2010,Australia,10,FW,Harry Kewell,1978-09-22,45,,Galatasaray,Turkey,Turkey,2013,13.0,Galatasaray,1664.3,1.0,2010-01-01
2010,Australia,11,DF,Scott Chipperfield,1975-12-30,65,,Basel,Switzerland,Switzerland,2013,12.0,Basel,1585.1,1.0,2010-01-01
2010,Australia,12,GK,Adam Federici,1985-01-31,1,,Reading,England,England,2013,2.0,Reading,1460.6,2.0,2010-01-01
2010,Australia,13,MF,Vince Grella,1979-10-05,45,,Blackburn Rovers,England,England,2013,2.0,Blackburn,1640.1,1.0,2010-01-01
2010,Australia,14,FW,Brett Holman,1984-03-27,31,,AZ,Netherlands,Netherlands,2013,21.0,Alkmaar,1603.9,1.0,2010-01-01
2010,Australia,15,MF,Mile Jedinak,1984-08-03,11,,Antalyaspor,Turkey,Turkey,2013,13.0,Antalyaspor,1466.7,1.0,2010-01-01
2010,Australia,16,MF,Carl Valeri,1984-08-14,22,,Sassuolo,Italy,Italy,2013,4.0,Sassuolo,1516.3,2.0,2010-01-01
2010,Australia,17,FW,Nikita Rukavytsya,1987-06-22,3,,Roeselare,Belgium,Belgium,2013,16.0,Roeselare,1312.8,1.0,2010-01-01
2010,Australia,18,GK,Eugene Galekovic [6],1981-06-12,4,,Adelaide United,Australia,Australia,2013,99.0,,,,
2010,Australia,19,MF,Richard Garcia,1981-09-04,7,,Hull City,England,England,2013,2.0,Hull,1551.9,1.0,2010-01-01
2010,Australia,20,DF,Mark Milligan,1985-09-04,10,,JEF United,Japan,Japan,2013,30.0,,,,
2010,Australia,21,DF,David Carney,1983-11-30,25,,Twente,Netherlands,Netherlands,2013,21.0,Twente,1673.0,1.0,2010-01-01
2010,Australia,22,MF,Dario Vidošić,1987-04-12,7,,MSV Duisburg,Germany,Germany,2013,3.0,Duisburg,1551.9,2.0,2010-01-01
2010,Australia,23,MF,Mark Bresciano,1980-02-11,55,,Palermo,Italy,Italy,2013,4.0,Palermo,1694.3,1.0,2010-01-01
2010,Germany,1,GK,Manuel Neuer,1986-03-27,5,,Schalke 04,Germany,Germany,2013,3.0,Schalke,1762.1,1.0,2010-01-01
2010,Germany,2,DF,Marcell Jansen,1985-11-04,31,,Hamburger SV,Germany,Germany,2013,3.0,Hamburg,1757.8,1.0,2010-01-01
2010,Germany,3,DF,Arne Friedrich,1979-05-29,72,,Hertha BSC,Germany,Germany,2013,3.0,Hertha,1582.8,1.0,2010-01-01
2010,Germany,4,DF,Dennis Aogo,1987-01-14,2,,Hamburger SV,Germany,Germany,2013,3.0,Hamburg,1757.8,1.0,2010-01-01
2010,Germany,5,DF,Serdar Tasci,1987-04-24,12,,VfB Stuttgart,Germany,Germany,2013,3.0,Stuttgart,1711.9,1.0,2010-01-01
2010,Germany,6,MF,Sami Khedira,1987-04-04,5,,VfB Stuttgart,Germany,Germany,2013,3.0,Stuttgart,1711.9,1.0,2010-01-01
2010,Germany,7,MF,Bastian Schweinsteiger,1984-08-01,74,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,1857.6,1.0,2010-01-01
2010,Germany,8,MF,Mesut Özil,1988-10-15,10,,Werder Bremen,Germany,Germany,2013,3.0,Werder,1783.2,1.0,2010-01-01
2010,Germany,9,FW,Stefan Kießling,1984-01-25,4,,Bayer Leverkusen,Germany,Germany,2013,3.0,Leverkusen,1760.7,1.0,2010-01-01
2010,Germany,10,MF,Lukas Podolski,1985-06-04,73,,1. FC Köln,Germany,Germany,2013,3.0,Koeln,1592.6,1.0,2010-01-01
2010,Germany,11,FW,Miroslav Klose,1978-06-09,96,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,1857.6,1.0,2010-01-01
2010,Germany,12,GK,Tim Wiese,1981-12-17,2,,Werder Bremen,Germany,Germany,2013,3.0,Werder,1783.2,1.0,2010-01-01
2010,Germany,13,MF,Thomas Müller,1989-09-13,2,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,1857.6,1.0,2010-01-01
2010,Germany,14,DF,Holger Badstuber,1989-03-13,2,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,1857.6,1.0,2010-01-01
2010,Germany,15,MF,Piotr Trochowski,1984-03-22,31,,Hamburger SV,Germany,Germany,2013,3.0,Hamburg,1757.8,1.0,2010-01-01
2010,Germany,16,DF,Philipp Lahm,1983-11-11,65,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,1857.6,1.0,2010-01-01
2010,Germany,17,DF,Per Mertesacker,1984-09-29,62,,Werder Bremen,Germany,Germany,2013,3.0,Werder,1783.2,1.0,2010-01-01
2010,Germany,18,MF,Toni Kroos,1990-01-04,4,,Bayer Leverkusen,Germany,Germany,2013,3.0,Leverkusen,1760.7,1.0,2010-01-01
2010,Germany,19,FW,Cacau,1981-03-27,8,,VfB Stuttgart,Germany,Germany,2013,3.0,Stuttgart,1711.9,1.0,2010-01-01
2010,Germany,20,DF,Jérôme Boateng,1988-09-03,5,,Hamburger SV,Germany,Germany,2013,3.0,Hamburg,1757.8,1.0,2010-01-01
2010,Germany,21,MF,Marko Marin,1989-03-13,9,,Werder Bremen,Germany,Germany,2013,3.0,Werder,1783.2,1.0,2010-01-01
2010,Germany,22,GK,Hans-Jörg Butt,1974-05-28,3,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,1857.6,1.0,2010-01-01
2010,Germany,23,FW,Mario Gómez,1985-07-10,34,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,1857.6,1.0,2010-01-01
2010,Ghana,1,GK,Daniel Agyei,1989-11-10,2,,Liberty Professionals,Ghana,Ghana,2013,77.0,,,,
2010,Ghana,2,DF,Hans Sarpei,1976-06-28,23,,Bayer Leverkusen,Germany,Germany,2013,3.0,Leverkusen,1760.7,1.0,2010-01-01
2010,Ghana,3,FW,Asamoah Gyan,1985-11-22,32,,Rennes,France,France,2013,7.0,Rennes,1709.1,1.0,2010-01-01
2010,Ghana,4,DF,John Paintsil,1981-06-15,65,,Fulham,England,England,2013,2.0,Fulham,1735.5,1.0,2010-01-01
2010,Ghana,5,DF,John Mensah,1982-11-29,58,,Sunderland,England,England,2013,2.0,Sunderland,1607.3,1.0,2010-01-01
2010,Ghana,6,MF,Anthony Annan,1986-07-21,38,,Rosenborg,Norway,Norway,2013,29.0,Rosenborg,1545.9,1.0,2010-01-01
2010,Ghana,7,DF,Samuel Inkoom,1989-06-01,15,,Basel,Switzerland,Switzerland,2013,12.0,Basel,1585.1,1.0,2010-01-01
2010,Ghana,8,DF,Jonathan Mensah,1990-07-13,3,,Granada,Spain,Spain,2013,1.0,,,,
2010,Ghana,9,MF,Derek Boateng,1983-05-02,19,,Getafe,Spain,Spain,2013,1.0,Getafe,1726.4,1.0,2010-01-01
2010,Ghana,10,MF,Stephen Appiah,1980-12-24,56,,Bologna,Italy,Italy,2013,4.0,Bologna,1590.7,1.0,2010-01-01
2010,Ghana,11,MF,Sulley Muntari,1984-08-27,52,,Inter Milan,Italy,Italy,2013,4.0,Inter,1884.5,1.0,2010-01-01
2010,Ghana,12,FW,Prince Tagoe,1986-11-09,17,,1899 Hoffenheim,Germany,Germany,2013,3.0,Hoffenheim,1681.3,1.0,2010-01-01
2010,Ghana,13,MF,André Ayew,1989-12-17,15,,Arles-Avignon,France,France,2013,7.0,Arles-Avignon,1459.6,2.0,2010-01-01
2010,Ghana,14,FW,Matthew Amoah,1980-10-24,31,,NAC,Netherlands,Netherlands,2013,21.0,,,,
2010,Ghana,15,DF,Isaac Vorsah,1988-06-21,6,,1899 Hoffenheim,Germany,Germany,2013,3.0,Hoffenheim,1681.3,1.0,2010-01-01
2010,Ghana,16,GK,Stephen Ahorlu,1988-09-05,0,,Heart of Lions,Ghana,Ghana,2013,77.0,,,,
2010,Ghana,17,DF,Ibrahim Ayew,1988-04-16,6,,Zamalek,Egypt,Egypt,2013,46.0,,,,
2010,Ghana,18,FW,Dominic Adiyiah,1989-11-29,4,,Milan,Italy,Italy,2013,4.0,Milan,1796.5,1.0,2010-01-01
2010,Ghana,19,DF,Lee Addy,1985-09-26,3,,Bechem Chelsea,Ghana,Ghana,2013,77.0,,,,
2010,Ghana,20,MF,Quincy Owusu-Abeyie,1986-04-15,12,,Al Sadd,Qatar,Qatar,2013,66.0,,,,
2010,Ghana,21,MF,Kwadwo Asamoah,1988-12-09,29,,Udinese,Italy,Italy,2013,4.0,Udinese,1680.7,1.0,2010-01-01
2010,Ghana,22,GK,Richard Kingson,1978-06-13,58,,Wigan Athletic,England,England,2013,2.0,Wigan,1618.3,1.0,2010-01-01
2010,Ghana,23,MF,Kevin-Prince Boateng,1987-03-06,0,,Portsmouth,England,England,2013,2.0,Portsmouth,1605.4,1.0,2010-01-01
2010,Serbia,1,GK,Vladimir Stojković,1983-07-29,33,,Wigan Athletic,England,England,2013,2.0,Wigan,1618.3,1.0,2010-01-01
2010,Serbia,2,DF,Antonio Rukavina,1984-01-26,20,,1860 Munich,Germany,Germany,2013,3.0,Muenchen 60,1454.7,2.0,2010-01-01
2010,Serbia,3,DF,Aleksandar Kolarov,1985-11-10,13,,Lazio,Italy,Italy,2013,4.0,Lazio,1602.0,1.0,2010-01-01
2010,Serbia,4,MF,Gojko Kačar,1987-01-26,17,,Hertha BSC,Germany,Germany,2013,3.0,Hertha,1582.8,1.0,2010-01-01
2010,Serbia,5,DF,Nemanja Vidić,1981-10-21,45,,Manchester United,England,England,2013,2.0,Man United,1928.5,1.0,2010-01-01
2010,Serbia,6,DF,Branislav Ivanović,1984-02-22,31,,Chelsea,England,England,2013,2.0,Chelsea,1945.5,1.0,2010-01-01
2010,Serbia,7,MF,Zoran Tošić,1987-04-28,21,,1. FC Köln,Germany,Germany,2013,3.0,Koeln,1592.6,1.0,2010-01-01
2010,Serbia,8,FW,Danko Lazović,1983-05-17,37,,Zenit Saint Petersburg,Russia,Russia,2013,8.0,Zenit,1680.7,1.0,2010-01-01
2010,Serbia,9,FW,Marko Pantelić,1978-09-15,32,,Ajax,Netherlands,Netherlands,2013,21.0,Ajax,1678.5,1.0,2010-01-01
2010,Serbia,10,MF,Dejan Stanković,1978-09-11,88,,Inter Milan,Italy,Italy,2013,4.0,Inter,1884.5,1.0,2010-01-01
2010,Serbia,11,MF,Nenad Milijaš,1983-04-30,17,,Wolverhampton Wanderers,England,England,2013,2.0,Wolves,1563.7,1.0,2010-01-01
2010,Serbia,12,GK,Bojan Isailović,1980-03-25,4,,Zagłębie Lubin,Poland,Poland,2013,39.0,,,,
2010,Serbia,13,DF,Aleksandar Luković,1982-10-23,21,,Udinese,Italy,Italy,2013,4.0,Udinese,1680.7,1.0,2010-01-01
2010,Serbia,14,MF,Milan Jovanović,1981-04-18,26,,Standard Liège,Belgium,Belgium,2013,16.0,Standard,1593.7,1.0,2010-01-01
2010,Serbia,15,FW,Nikola Žigić,1980-09-25,45,,Valencia,Spain,Spain,2013,1.0,Valencia,1815.0,1.0,2010-01-01
2010,Serbia,16,DF,Ivan Obradović,1988-07-25,12,,Zaragoza,Spain,Spain,2013,1.0,Zaragoza,1669.3,1.0,2010-01-01
2010,Serbia,17,MF,Miloš Krasić,1984-11-01,31,,CSKA Moscow,Russia,Russia,2013,8.0,CSKA Moskva,1701.8,1.0,2010-01-01
2010,Serbia,18,MF,Miloš Ninković,1984-12-25,9,,Dynamo Kyiv,Ukraine,Ukraine,2013,14.0,Dynamo Kyiv,1812.1,1.0,2010-01-01
2010,Serbia,19,MF,Radosav Petrović,1989-03-08,9,,Partizan,Serbia,Serbia,2013,42.0,Partizan,1473.1,0.0,2010-01-01
2010,Serbia,20,DF,Neven Subotić,1988-12-10,13,,Borussia Dortmund,Germany,Germany,2013,3.0,Dortmund,1754.1,1.0,2010-01-01
2010,Serbia,21,FW,Dragan Mrđa,1984-01-23,6,,Vojvodina,Serbia,Serbia,2013,42.0,,,,
2010,Serbia,22,MF,Zdravko Kuzmanović,1987-09-22,27,,VfB Stuttgart,Germany,Germany,2013,3.0,Stuttgart,1711.9,1.0,2010-01-01
2010,Serbia,23,GK,Anđelko Đuričić,1980-11-21,1,,União de Leiria,Portugal,Portugal,2013,18.0,,,,
2010,Cameroon,1,GK,Carlos Kameni,1984-02-18,58,,Espanyol,Spain,Spain,2013,1.0,Espanyol,1679.0,1.0,2010-01-01
2010,Cameroon,2,DF,Benoît Assou-Ekotto,1984-03-24,4,,Tottenham Hotspur,England,England,2013,2.0,Tottenham,1765.2,1.0,2010-01-01
2010,Cameroon,3,DF,Nicolas Nkoulou,1990-03-27,6,,Monaco,France,France,2013,7.0,Monaco,1647.3,1.0,2010-01-01
2010,Cameroon,4,DF,Rigobert Song,1976-07-01,133,,Trabzonspor,Turkey,Turkey,2013,13.0,Trabzonspor,1570.1,1.0,2010-01-01
2010,Cameroon,5,DF,Sébastien Bassong,1986-07-09,3,,Tottenham Hotspur,England,England,2013,2.0,Tottenham,1765.2,1.0,2010-01-01
2010,Cameroon,6,MF,Alex Song,1987-09-09,20,,Arsenal,England,England,2013,2.0,Arsenal,1881.6,1.0,2010-01-01
2010,Cameroon,7,MF,Landry N'Guémo,1985-11-28,17,,Celtic,Scotland,Scotland,2013,25.0,Celtic,1593.1,1.0,2010-01-01
2010,Cameroon,8,DF,Geremi,1978-12-20,109,,Ankaragücü,Turkey,Turkey,2013,13.0,Ankaraguecue,1441.8,1.0,2010-01-01
2010,Cameroon,9,FW,Samuel Eto'o,1981-03-10,92,,Inter Milan,Italy,Italy,2013,4.0,Inter,1884.5,1.0,2010-01-01
2010,Cameroon,10,MF,Achille Emaná,1982-06-05,32,,Real Betis,Spain,Spain,2013,1.0,Betis,1655.1,2.0,2010-01-01
2010,Cameroon,11,MF,Jean Makoun,1983-05-29,46,,Lyon,France,France,2013,7.0,Lyon,1771.5,1.0,2010-01-01
2010,Cameroon,12,DF,Gaëtan Bong,1988-04-25,0,,Valenciennes,France,France,2013,7.0,Valenciennes,1664.7,1.0,2010-01-01
2010,Cameroon,13,FW,Eric Maxim Choupo-Moting,1989-03-23,0,,1. FC Nürnberg,Germany,Germany,2013,3.0,Nuernberg,1579.4,1.0,2010-01-01
2010,Cameroon,14,DF,Aurélien Chedjou,1985-06-20,8,,Lille,France,France,2013,7.0,Lille,1781.4,1.0,2010-01-01
2010,Cameroon,15,FW,Pierre Webó,1982-01-20,39,,Mallorca,Spain,Spain,2013,1.0,Mallorca,1783.6,1.0,2010-01-01
2010,Cameroon,16,GK,Souleymanou Hamidou,1973-11-22,40,,Kayserispor,Turkey,Turkey,2013,13.0,Kayseri,1589.4,1.0,2010-01-01
2010,Cameroon,17,FW,Mohammadou Idrissou,1980-03-08,28,,SC Freiburg,Germany,Germany,2013,3.0,Freiburg,1583.7,1.0,2010-01-01
2010,Cameroon,18,MF,Eyong Enoh,1986-03-23,12,,Ajax,Netherlands,Netherlands,2013,21.0,Ajax,1678.5,1.0,2010-01-01
2010,Cameroon,19,DF,Stéphane Mbia,1986-05-20,29,,Marseille,France,France,2013,7.0,Marseille,1770.7,1.0,2010-01-01
